rideCount,endLoc,dayofweek,hourofday,end_lt,end_lg
10,"-84.23, 33.93",Wednesday,17,33.93,-84.23
8,"-84.24, 33.94",Wednesday,17,33.94,-84.24
10,"-84.24, 33.95",Wednesday,17,33.95,-84.24
19,"-84.25, 33.94",Wednesday,17,33.94,-84.25
6,"-84.25, 33.95",Wednesday,17,33.95,-84.25
5,"-84.26, 33.94",Wednesday,17,33.94,-84.26
8,"-84.26, 33.95",Wednesday,17,33.95,-84.26
9,"-84.26, 33.96",Wednesday,17,33.96,-84.26
9,"-84.28, 33.9",Wednesday,17,33.9,-84.28
5,"-84.13, 33.94",Wednesday,18,33.94,-84.13
9,"-84.14, 34.02",Wednesday,18,34.02,-84.14
7,"-84.15, 33.99",Wednesday,18,33.99,-84.15
9,"-84.18, 33.92",Wednesday,18,33.92,-84.18
6,"-84.21, 33.91",Wednesday,18,33.91,-84.21
6,"-84.21, 33.94",Wednesday,18,33.94,-84.21
5,"-84.24, 33.92",Wednesday,18,33.92,-84.24
9,"-84.24, 33.94",Wednesday,18,33.94,-84.24
7,"-84.24, 33.95",Wednesday,18,33.95,-84.24
13,"-84.25, 33.94",Wednesday,18,33.94,-84.25
14,"-84.25, 33.95",Wednesday,18,33.95,-84.25
6,"-84.26, 33.94",Wednesday,18,33.94,-84.26
9,"-84.26, 33.95",Wednesday,18,33.95,-84.26
8,"-84.26, 33.96",Wednesday,18,33.96,-84.26
5,"-84.28, 33.98",Wednesday,18,33.98,-84.28
5,"-84.13, 33.94",Wednesday,19,33.94,-84.13
6,"-84.14, 34.02",Wednesday,19,34.02,-84.14
7,"-84.15, 33.95",Wednesday,19,33.95,-84.15
8,"-84.15, 33.99",Wednesday,19,33.99,-84.15
5,"-84.17, 33.99",Wednesday,19,33.99,-84.17
7,"-84.19, 33.9",Wednesday,19,33.9,-84.19
7,"-84.19, 33.93",Wednesday,19,33.93,-84.19
8,"-84.2, 33.92",Wednesday,19,33.92,-84.2
6,"-84.21, 33.9",Wednesday,19,33.9,-84.21
6,"-84.21, 33.96",Wednesday,19,33.96,-84.21
9,"-84.22, 33.91",Wednesday,19,33.91,-84.22
5,"-84.22, 33.97",Wednesday,19,33.97,-84.22
5,"-84.22, 33.98",Wednesday,19,33.98,-84.22
14,"-84.24, 33.95",Wednesday,19,33.95,-84.24
25,"-84.25, 33.94",Wednesday,19,33.94,-84.25
15,"-84.25, 33.95",Wednesday,19,33.95,-84.25
12,"-84.26, 33.94",Wednesday,19,33.94,-84.26
12,"-84.26, 33.95",Wednesday,19,33.95,-84.26
5,"-84.26, 33.96",Wednesday,19,33.96,-84.26
5,"-84.27, 33.92",Wednesday,19,33.92,-84.27
5,"-84.28, 33.98",Wednesday,19,33.98,-84.28
7,"-84.06, 33.94",Wednesday,20,33.94,-84.06
6,"-84.12, 33.94",Wednesday,20,33.94,-84.12
5,"-84.13, 33.94",Wednesday,20,33.94,-84.13
7,"-84.14, 33.95",Wednesday,20,33.95,-84.14
6,"-84.15, 33.96",Wednesday,20,33.96,-84.15
9,"-84.15, 33.99",Wednesday,20,33.99,-84.15
5,"-84.19, 33.93",Wednesday,20,33.93,-84.19
6,"-84.2, 33.92",Wednesday,20,33.92,-84.2
8,"-84.2, 33.93",Wednesday,20,33.93,-84.2
5,"-84.21, 33.9",Wednesday,20,33.9,-84.21
5,"-84.21, 33.94",Wednesday,20,33.94,-84.21
12,"-84.21, 33.96",Wednesday,20,33.96,-84.21
11,"-84.22, 33.91",Wednesday,20,33.91,-84.22
6,"-84.22, 33.97",Wednesday,20,33.97,-84.22
6,"-84.22, 33.98",Wednesday,20,33.98,-84.22
6,"-84.23, 33.93",Wednesday,20,33.93,-84.23
19,"-84.24, 33.94",Wednesday,20,33.94,-84.24
14,"-84.24, 33.95",Wednesday,20,33.95,-84.24
27,"-84.25, 33.94",Wednesday,20,33.94,-84.25
13,"-84.25, 33.95",Wednesday,20,33.95,-84.25
11,"-84.26, 33.94",Wednesday,20,33.94,-84.26
11,"-84.26, 33.95",Wednesday,20,33.95,-84.26
10,"-84.26, 33.96",Wednesday,20,33.96,-84.26
5,"-84.28, 33.9",Wednesday,20,33.9,-84.28
7,"-84.28, 33.98",Wednesday,20,33.98,-84.28
5,"-84.12, 33.94",Wednesday,21,33.94,-84.12
5,"-84.15, 33.96",Wednesday,21,33.96,-84.15
6,"-84.16, 33.95",Wednesday,21,33.95,-84.16
9,"-84.19, 33.93",Wednesday,21,33.93,-84.19
5,"-84.2, 33.89",Wednesday,21,33.89,-84.2
8,"-84.2, 33.92",Wednesday,21,33.92,-84.2
6,"-84.2, 33.93",Wednesday,21,33.93,-84.2
5,"-84.21, 33.96",Wednesday,21,33.96,-84.21
8,"-84.22, 33.91",Wednesday,21,33.91,-84.22
5,"-84.22, 33.92",Wednesday,21,33.92,-84.22
5,"-84.22, 33.98",Wednesday,21,33.98,-84.22
6,"-84.24, 33.94",Wednesday,21,33.94,-84.24
8,"-84.24, 33.95",Wednesday,21,33.95,-84.24
21,"-84.25, 33.94",Wednesday,21,33.94,-84.25
15,"-84.25, 33.95",Wednesday,21,33.95,-84.25
5,"-84.26, 33.94",Wednesday,21,33.94,-84.26
10,"-84.26, 33.95",Wednesday,21,33.95,-84.26
6,"-84.26, 33.96",Wednesday,21,33.96,-84.26
5,"-84.28, 33.9",Wednesday,21,33.9,-84.28
14,"-84.17, 33.99",Wednesday,22,33.99,-84.17
11,"-84.19, 33.93",Wednesday,22,33.93,-84.19
5,"-84.21, 33.9",Wednesday,22,33.9,-84.21
10,"-84.21, 33.96",Wednesday,22,33.96,-84.21
7,"-84.22, 33.91",Wednesday,22,33.91,-84.22
8,"-84.24, 33.94",Wednesday,22,33.94,-84.24
6,"-84.24, 33.95",Wednesday,22,33.95,-84.24
28,"-84.25, 33.94",Wednesday,22,33.94,-84.25
13,"-84.25, 33.95",Wednesday,22,33.95,-84.25
10,"-84.26, 33.94",Wednesday,22,33.94,-84.26
11,"-84.26, 33.95",Wednesday,22,33.95,-84.26
6,"-84.27, 33.93",Wednesday,22,33.93,-84.27
7,"-84.17, 33.91",Wednesday,23,33.91,-84.17
8,"-84.17, 33.99",Wednesday,23,33.99,-84.17
5,"-84.2, 33.92",Wednesday,23,33.92,-84.2
22,"-84.21, 33.96",Wednesday,23,33.96,-84.21
8,"-84.24, 33.95",Wednesday,23,33.95,-84.24
15,"-84.25, 33.94",Wednesday,23,33.94,-84.25
15,"-84.25, 33.95",Wednesday,23,33.95,-84.25
11,"-84.26, 33.95",Wednesday,23,33.95,-84.26
5,"-84.27, 33.94",Wednesday,23,33.94,-84.27
